Id,SalePrice
1461,129632.66439600762
1462,175366.30265563197
1463,186717.5545573983
1464,189093.426548969
1465,190044.99461169826
1466,174377.9685734764
1467,173588.8906458096
1468,165089.41148334774
1469,184513.4342911086
1470,130479.35842278105
1471,183481.5140733245
1472,89612.9188490704
1473,96501.21672559233
1474,152792.17291859965
1475,126571.3291467767
1476,359811.4361310368
1477,232476.94660155813
1478,276401.4373331999
1479,269713.79062837356
1480,497638.70001905866
1481,319835.69401235034
1482,193341.67416261928
1483,171051.6954730034
1484,162711.31833998905
1485,190135.5583601056
1486,193172.35853503316
1487,333785.07973311713
1488,242422.06641317278
1489,193803.88567090654
1490,222652.65308197678
1491,183160.36357998793
1492,99765.50488946192
1493,163053.3758696233
1494,277927.1831596127
1495,306707.8498833362
1496,242515.14021132293
1497,178801.828459554
1498,168187.34286400126
1499,165921.53318192865
1500,150377.69118910775
1501,168251.2980809218
1502,150988.262998732
1503,273553.4807204781
1504,240159.9063935481
1505,225327.9759871477
1506,183682.49083721367
1507,248356.3162264652
1508,199249.12947074376
1509,165323.17960937522
1510,148291.93234698565
1511,146680.83515521564
1512,169074.80645489058
1513,139858.81007872254
1514,156300.85812585708
1515,184654.69536794562
1516,156374.30265242967
1517,170274.4444414353
1518,140410.12946739479
1519,224072.45924404985
1520,137901.4961018862
1521,137704.64139882266
1522,180461.3310358978
1523,119316.8170763121
1524,130361.76772283515
1525,129358.1290506996
1526,121893.43545597393
1527,102095.05756646534
1528,133114.6740706012
1529,153309.06150862647
1530,166549.0861156184
1531,110144.37729175102
1532,108330.55261320196
1533,158375.1914430192
1534,120166.26204241416
1535,147564.33134738953
1536,108393.25071267241
1537,62306.3932765993
1538,154234.51557356532
1539,172765.20797080564
1540,105970.02381728066
1541,134962.11342001698
1542,136915.88974031762
1543,211805.38621857692
1544,74307.50280892734
1545,119374.20471895182
1546,137894.51743217642
1547,134617.92054664585
1548,129012.59884560034
1549,115356.5069004965
1550,137235.51934684173
1551,105792.70670241084
1552,139963.16715897617
1553,151071.04552360965
1554,118468.42120712958
1555,178530.38196910743
1556,94989.06555572349
1557,117404.21846668876
1558,99245.272713383
1559,78370.67198679736
1560,132267.63748643594
1561,150901.9415581451
1562,128983.56913242389
1563,127278.156589546
1564,172071.44085760126
1565,147913.50410824196
1566,235376.0666946163
1567,69015.40199993557
1568,217454.06859324762
1569,153232.71445114797
1570,138215.58135517087
1571,108922.00697285362
1572,143281.9685264341
1573,252240.06598721465
1574,110914.38606440373
1575,231657.26949851308
1576,237799.7133863253
1577,169432.5679861358
1578,139729.85272294105
1579,132993.59762869778
1580,178323.29182863416
1581,151995.05030106864
1582,119112.25842367615
1583,308256.8195989055
1584,235138.68560202737
1585,134225.36934515738
1586,66900.18539129286
1587,97541.07524754433
1588,146364.7742514322
1589,102410.56053932791
1590,127658.23665977146
1591,91468.2549968052
1592,114751.78861605
1593,121902.5204412379
1594,132630.44502378814
1595,114259.99966586177
1596,241313.74245712123
1597,192253.66275950376
1598,195998.0345496202
1599,165961.17003566094
1600,165189.9913814874
1601,74869.38124288006
1602,110219.74765257811
1603,80257.54256698074
1604,269338.05840571836
1605,233704.55858205387
1606,168972.01653174584
1607,167327.4287161536
1608,201382.2031152417
1609,184255.1581142128
1610,142570.98040035085
1611,135829.65728376675
1612,162510.57989816339
1613,162830.0587351333
1614,125481.56576669613
1615,99312.83939493797
1616,68864.66324513497
1617,98165.54442492747
1618,122563.20898470402
1619,146644.38493675657
1620,166147.07263070365
1621,138992.31705082464
1622,145378.09378901296
1623,290980.1129027712
1624,201778.8676477943
1625,128257.82856897397
1626,171249.39948177303
1627,177835.49385546046
1628,281104.6294245045
1629,180275.3276111
1630,322971.2471129513
1631,196319.38251142323
1632,226261.73742646907
1633,167044.82249983464
1634,184323.9715682349
1635,179694.08565256774
1636,157618.73958272967
1637,193588.8437058279
1638,178402.19031242453
1639,185192.11545350563
1640,279730.63237327436
1641,172261.7355307462
1642,223027.09500466552
1643,224766.01381399969
1644,245901.73682163344
1645,201062.34798768043
1646,160073.8516138601
1647,160107.83395026514
1648,126810.59633277563
1649,138067.22975538915
1650,128365.05572191472
1651,123100.15926248803
1652,103661.68652326819
1653,108863.78589879867
1654,151136.165066164
1655,152066.17030553985
1656,143012.04100176235
1657,152581.69430286484
1658,148954.67214072729
1659,116135.70345113869
1660,149490.1458724161
1661,515713.43346412247
1662,353337.41068121843
1663,321142.9745893257
1664,498304.44789487857
1665,277460.8976690821
1666,288544.7904239998
1667,358608.5533908924
1668,308944.27804294263
1669,288187.5189879094
1670,333317.2258178422
1671,250621.6924260492
1672,497350.8450157262
1673,287140.4921297302
1674,244871.7566130201
1675,190411.7481084568
1676,187170.08659075297
1677,221847.78634250475
1678,457971.4510611464
1679,400550.6612963588
1680,336986.7782961681
1681,239931.9649664655
1682,300118.035458887
1683,184171.37777969686
1684,167723.3568033465
1685,175407.7417026598
1686,167867.60707522277
1687,169282.1136884265
1688,185377.8997997297
1689,191059.04919875265
1690,194497.17324378522
1691,184985.04062767944
1692,252282.93205618253
1693,164681.44850120478
1694,183095.59936285304
1695,168009.05867459797
1696,257829.15242256524
1697,169679.64601938496
1698,345308.12781462
1699,345210.43771478586
1700,229334.68173313883
1701,273706.7966642827
1702,229250.16865340702
1703,236960.59207101163
1704,247824.71045024585
1705,242986.84855599786
1706,460658.3208545818
1707,197814.92523100754
1708,188875.2305614597
1709,267373.40870229516
1710,208283.81429350402
1711,248671.20139845184
1712,235213.9422833386
1713,266854.3439200454
1714,241160.65607158482
1715,189629.6014483091
1716,189426.1800520827
1717,165948.33540429658
1718,135498.18664566256
1719,196354.95066171468
1720,226888.69089361228
1721,162528.54598946864
1722,117832.83319346597
1723,157445.26234086425
1724,193396.1937134906
1725,240569.60883606703
1726,184196.50079054871
1727,158240.00604862618
1728,183964.39546897117
1729,170077.49895312445
1730,148773.57363091267
1731,126998.17649556244
1732,136101.82702194827
1733,130705.50364120479
1734,131560.31395450627
1735,129141.6775258627
1736,133576.3446544279
1737,327177.86528338323
1738,222967.69975772515
1739,274176.7497223949
1740,193617.5102975379
1741,182316.83556174638
1742,169929.60385229834
1743,173687.68223638105
1744,329271.32407368266
1745,230734.52779550443
1746,189696.84877347224
1747,210980.25689920108
1748,211239.64541189172
1749,158570.96230730606
1750,126406.77473683546
1751,251535.2264552115
1752,129535.94693530037
1753,146582.79339152318
1754,200629.46852731108
1755,168492.94591567887
1756,138136.11664032904
1757,118722.18497554502
1758,148639.36009396557
1759,158857.43065905327
1760,178404.21138798978
1761,140009.43082873675
1762,187828.31195941978
1763,172674.6930817557
1764,119551.61303123341
1765,157573.47533402764
1766,192894.03954873374
1767,218435.98567279943
1768,146785.15350116353
1769,182326.27533345643
1770,151725.40477508775
1771,138558.23889745792
1772,153694.41969590916
1773,140935.9070971284
1774,139203.42899018864
1775,140714.10784968678
1776,130172.24900458197
1777,116224.0867135784
1778,136712.33657738092
1779,116782.32171555598
1780,172551.40043471206
1781,129218.15365663504
1782,98417.01102626133
1783,145598.2461915524
1784,110555.74450855238
1785,124767.18919026408
1786,141570.35425822073
1787,151826.53581167242
1788,61442.285985382056
1789,102340.30057805993
1790,69720.38646296287
1791,170993.01818300664
1792,167008.23400766915
1793,134868.1182249204
1794,144898.64934157344
1795,138811.6804298952
1796,118237.37884642844
1797,123594.00296759997
1798,129543.04360035798
1799,119453.23472978521
1800,133362.28403187412
1801,128173.96527583734
1802,115647.67306739747
1803,155307.23127827633
1804,148401.5593357222
1805,138411.9960470991
1806,119645.03791605159
1807,151693.0525003018
1808,111929.41109302649
1809,115511.35854833479
1810,141641.58940368015
1811,97642.94063568558
1812,106318.37674465402
1813,118656.98771361886
1814,101182.97195826731
1815,60734.54533134857
1816,103152.48366647125
1817,112394.8345261891
1818,149519.336512192
1819,117702.79129998569
1820,56199.108727692575
1821,115952.6788171998
1822,148964.86782198917
1823,60579.3298291061
1824,139582.42579835662
1825,130974.14936651321
1826,103222.40954351742
